0	3	0
1	3	0.144719245857333
2	3	0.347970032132064
3	3	0.527324206316913
4	3	0.715697931909439
5	3	0.79041106278201
6	3	0.86386984292945
7	3	0.890613858071904
8	3	0.920241523402805
9	3	0.937658467366257
10	3	0.947275343690695
11	3	0.952404448181596
12	3	0.974923343813527
13	3	0.982858566798657
14	3	0.988312654745064
15	3	0.990150175415691
16	3	0.993948206077198
17	3	0.997535998703579
18	3	0.999990375920719
19	3	1
0	4	0
1	4	0.113234759162448
2	4	0.313253658463692
3	4	0.485472961940187
4	4	0.6949814588362
5	4	0.76747119128323
6	4	0.836950718334689
7	4	0.865655593414213
8	4	0.895875762325185
9	4	0.91348256665501
10	4	0.936725618618278
11	4	0.954357245029645
12	4	0.982829784971735
13	4	0.993076206243019
14	4	0.993777265398741
15	4	0.993777265398741
16	4	0.994216568550936
17	4	0.994216568550936
18	4	1
19	4	1
0	5	0
1	5	0.330973632863156
2	5	0.473988375844517
3	5	0.69114076570617
4	5	0.889999644602768
5	5	0.9533000270358
6	5	0.986897975614964
7	5	0.995475749156058
8	5	0.999639249767989
9	5	0.999810230893374
10	5	0.999963473645406
11	5	0.999979637606922
12	5	0.999979637606922
13	5	0.999990007732881
14	5	1
15	5	1
16	5	1
17	5	1
18	5	1
19	5	1
0	6	0
1	6	0.404505876215115
2	6	0.597037944351204
3	6	0.790523960276943
4	6	0.928411575468397
5	6	0.974966422070495
6	6	0.99519930615595
7	6	0.998352161689581
8	6	0.999923296917915
9	6	0.999964888525198
10	6	0.999989673095647
11	6	0.999999328751217
12	6	0.999999328751217
13	6	1
14	6	1
15	6	1
16	6	1
17	6	1
18	6	1
19	6	1
0	7	0
1	7	0.420108907246782
2	7	0.625383253276434
3	7	0.82384300557449
4	7	0.947224542613805
5	7	0.987818816425484
6	7	0.996318924646149
7	7	0.997968971174798
8	7	0.999970795876627
9	7	0.999982754110989
10	7	0.999998481494049
11	7	0.999999674605868
12	7	1
13	7	1
14	7	1
15	7	1
16	7	1
17	7	1
18	7	1
19	7	1
0	8	0
1	8	0.42665221009735
2	8	0.630265182012537
3	8	0.813738113005213
4	8	0.932553524561191
5	8	0.963469396271296
6	8	0.99641674557178
7	8	0.998888062246956
8	8	0.999987539893685
9	8	0.999991141851613
10	8	0.999999679825962
11	8	0.999999679825962
12	8	1
13	8	1
14	8	1
15	8	1
16	8	1
17	8	1
18	8	1
19	8	1
0	9	0
1	9	0.420090569838602
2	9	0.631023006636555
3	9	0.819373126390365
4	9	0.948322527776308
5	9	0.982594818292386
6	9	0.997304044705137
7	9	0.998847188293022
8	9	0.999427081476653
9	9	1
10	9	1
11	9	1
12	9	1
13	9	1
14	9	1
15	9	1
16	9	1
17	9	1
18	9	1
19	9	1
0	10	0
1	10	0.42568713763809
2	10	0.636346869424961
3	10	0.816237851747807
4	10	0.943808769317694
5	10	0.980543631754821
6	10	0.996875315829873
7	10	0.9982762553291
8	10	0.998882648685354
9	10	0.999300251354817
10	10	1
11	10	1
12	10	1
13	10	1
14	10	1
15	10	1
16	10	1
17	10	1
18	10	1
19	10	1
